country,iso3,week_end_date,total_confirmed_cases,total_suspected_cases,total_deaths,total_suspected_deaths,new_confirmed_cases,new_suspected_cases,new_deaths,new_suspected_deaths
Central African Republic,CAF,24/07/2022,21,NA,0,NA,0,0,0,0
Central African Republic,CAF,13/11/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,18/12/2022,30,NA,0,NA,1,0,0,0
Central African Republic,CAF,05/02/2023,37,NA,0,NA,0,0,0,0
Central African Republic,CAF,26/02/2023,41,NA,1,NA,0,0,0,0
Central African Republic,CAF,30/04/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,23/07/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,27/08/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,19/11/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,10/03/2024,61,68,1,0,0,4,0,0
Central African Republic,CAF,05/05/2024,66,104,1,0,0,2,0,0
Central African Republic,CAF,02/06/2024,66,121,1,0,0,3,0,0
Central African Republic,CAF,21/07/2024,78,165,1,0,5,25,0,0
Central African Republic,CAF,04/08/2024,90,233,2,1,2,30,0,0
Congo,COG,24/04/2022,2,NA,0,NA,2,0,0,0
Congo,COG,22/05/2022,2,NA,0,NA,0,0,0,0
Congo,COG,26/06/2022,2,NA,0,NA,0,0,0,0
Congo,COG,31/07/2022,2,NA,0,NA,0,0,0,0
Congo,COG,28/08/2022,3,NA,0,NA,0,0,0,0
Congo,COG,18/09/2022,5,NA,0,NA,0,0,0,0
Congo,COG,23/10/2022,5,NA,0,NA,0,0,0,0
Congo,COG,15/01/2023,5,NA,0,NA,0,0,0,0
Congo,COG,19/02/2023,5,NA,0,NA,0,0,0,0
Congo,COG,26/03/2023,5,NA,0,NA,0,0,0,0
Congo,COG,18/06/2023,5,NA,0,NA,0,0,0,0
Congo,COG,23/07/2023,5,NA,0,NA,0,0,0,0
Congo,COG,13/08/2023,6,NA,0,NA,1,0,0,0
Congo,COG,29/10/2023,25,NA,2,NA,2,0,0,0
Congo,COG,24/12/2023,26,NA,2,NA,0,0,0,0
Congo,COG,02/06/2024,45,140,2,0,0,2,0,0
Congo,COG,07/07/2024,45,149,2,0,0,1,0,0
Democratic Republic of the Congo,COD,26/06/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,31/07/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,11/09/2022,174,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,25/12/2022,279,NA,0,NA,2,0,0,0
Democratic Republic of the Congo,COD,15/01/2023,333,NA,0,NA,17,0,0,0
Democratic Republic of the Congo,COD,28/05/2023,643,NA,2,NA,2,0,0,0
Democratic Republic of the Congo,COD,25/06/2023,734,NA,2,NA,34,0,0,0
Democratic Republic of the Congo,COD,02/07/2023,759,NA,2,NA,25,0,0,0
Democratic Republic of the Congo,COD,21/01/2024,1358,828,3,71,50,277,0,22
Democratic Republic of the Congo,COD,04/02/2024,1492,1575,3,135,43,406,0,35
Democratic Republic of the Congo,COD,18/02/2024,1622,2642,3,221,59,547,0,37
Democratic Republic of the Congo,COD,10/03/2024,1790,4006,4,283,48,381,0,8
Democratic Republic of the Congo,COD,31/03/2024,1949,4850,4,312,50,273,0,5
Democratic Republic of the Congo,COD,14/04/2024,2097,5400,5,325,76,258,0,4
Democratic Republic of the Congo,COD,16/06/2024,3631,9440,18,418,201,589,2,12
Ghana,GHA,29/05/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,31/07/2022,52,NA,1,NA,14,0,1,0
Ghana,GHA,07/08/2022,56,NA,1,NA,4,0,0,0
Ghana,GHA,18/09/2022,96,NA,4,NA,3,0,0,0
Ghana,GHA,01/01/2023,122,NA,4,NA,0,0,0,0
Ghana,GHA,26/02/2023,124,NA,4,NA,0,0,0,0
Ghana,GHA,26/03/2023,125,NA,4,NA,0,0,0,0
Ghana,GHA,23/04/2023,126,NA,4,NA,0,0,0,0
Ghana,GHA,18/06/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,23/07/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,15/10/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,19/11/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,24/12/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,17/03/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,21/04/2024,128,NA,4,NA,0,0,0,0
Ghana,GHA,17/04/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,22/05/2022,2,NA,0,NA,0,0,0,0
Ghana,GHA,05/06/2022,8,NA,0,NA,6,0,0,0
Ghana,GHA,18/12/2022,117,NA,4,NA,0,0,0,0
Ghana,GHA,08/01/2023,122,NA,4,NA,0,0,0,0
Ghana,GHA,09/04/2023,126,NA,4,NA,1,0,0,0
Ghana,GHA,07/05/2023,127,NA,4,NA,1,0,0,0
Ghana,GHA,11/06/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,03/09/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,08/10/2023,128,NA,4,NA,0,0,0,0
Ghana,GHA,31/12/2023,128,NA,4,NA,0,0,0,0
Central African Republic,CAF,25/08/2024,94,272,2,1,2,7,0,0
Congo,COG,01/09/2024,47,184,2,0,0,0,0,0
Central African Republic,CAF,01/09/2024,94,278,2,1,0,6,0,0
Nigeria,NGA,01/09/2024,919,959,9,0,8,74,0,0
Benin,BEN,01/09/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,08/09/2024,3,NA,0,NA,0,0,0,0
Côte d’Ivoire,CIV,25/08/2024,42,118,1,0,8,62,0,0
Côte d’Ivoire,CIV,08/09/2024,48,222,1,0,2,32,0,0
Côte d’Ivoire,CIV,01/09/2024,46,190,1,0,4,72,0,0
Democratic Republic of the Congo,COD,01/09/2024,6293,22850,27,750,201,1832,0,64
Guinea,GIN,08/09/2024,1,8,0,0,0,4,0,0
Mozambique,MOZ,25/08/2024,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,08/09/2024,1,NA,1,NA,0,0,0,0
Benin,BEN,19/11/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,11/02/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,17/03/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,09/06/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,14/07/2024,3,NA,0,NA,0,0,0,0
Cameroon,CMR,24/04/2022,3,NA,1,NA,0,0,0,0
Cameroon,CMR,01/05/2022,4,NA,1,NA,1,0,0,0
Cameroon,CMR,22/05/2022,4,NA,1,NA,0,0,0,0
Cameroon,CMR,24/07/2022,8,NA,1,NA,0,0,0,0
Cameroon,CMR,14/08/2022,8,NA,3,NA,0,0,0,0
Cameroon,CMR,04/12/2022,18,NA,3,NA,0,0,0,0
Cameroon,CMR,08/01/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,02/04/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,07/05/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,28/05/2023,31,NA,3,NA,1,0,0,0
Cameroon,CMR,18/06/2023,40,NA,3,NA,0,0,0,0
Cameroon,CMR,06/08/2023,43,NA,3,NA,0,0,0,0
Cameroon,CMR,05/11/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,10/12/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,03/03/2024,47,15,4,1,0,3,0,0
Cameroon,CMR,05/05/2024,50,26,5,2,0,0,0,0
Cameroon,CMR,28/07/2024,50,34,5,2,0,0,0,0
Central African Republic,CAF,16/01/2022,4,NA,0,NA,3,0,0,0
Central African Republic,CAF,13/03/2022,12,NA,0,NA,0,0,0,0
Central African Republic,CAF,03/07/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,31/07/2022,22,NA,0,NA,1,0,0,0
Central African Republic,CAF,07/08/2022,22,NA,0,NA,0,0,0,0
Central African Republic,CAF,04/09/2022,23,NA,0,NA,0,0,0,0
Central African Republic,CAF,30/10/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,25/12/2022,30,NA,0,NA,0,0,0,0
Cameroon,CMR,17/04/2022,3,NA,1,NA,0,0,0,0
Cameroon,CMR,15/05/2022,4,NA,1,NA,0,0,0,0
Cameroon,CMR,05/06/2022,5,NA,1,NA,1,0,0,0
Cameroon,CMR,12/06/2022,5,NA,1,NA,0,0,0,0
Cameroon,CMR,03/07/2022,8,NA,1,NA,2,0,0,0
Cameroon,CMR,25/09/2022,10,NA,3,NA,1,0,0,0
Cameroon,CMR,02/10/2022,10,NA,3,NA,0,0,0,0
Cameroon,CMR,27/11/2022,18,NA,3,NA,0,0,0,0
Cameroon,CMR,19/02/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,26/03/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,29/10/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,21/01/2024,47,7,4,1,0,3,0,0
Cameroon,CMR,12/05/2024,50,27,5,2,0,1,0,0
Cameroon,CMR,16/06/2024,50,29,5,2,0,0,0,0
Cameroon,CMR,06/03/2022,1,NA,0,NA,1,0,0,0
Cameroon,CMR,27/03/2022,3,NA,1,NA,0,0,0,0
Cameroon,CMR,29/05/2022,4,NA,1,NA,0,0,0,0
Cameroon,CMR,31/07/2022,8,NA,1,NA,0,0,0,0
Cameroon,CMR,21/08/2022,8,NA,3,NA,0,0,0,0
Cameroon,CMR,18/09/2022,9,NA,3,NA,0,0,0,0
Cameroon,CMR,23/10/2022,12,NA,3,NA,0,0,0,0
Cameroon,CMR,13/11/2022,18,NA,3,NA,2,0,0,0
Cameroon,CMR,11/12/2022,18,NA,3,NA,0,0,0,0
Cameroon,CMR,15/01/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,09/04/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,14/05/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,11/06/2023,40,NA,3,NA,8,0,0,0
Cameroon,CMR,13/08/2023,43,NA,3,NA,0,0,0,0
Cameroon,CMR,12/11/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,17/12/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,04/02/2024,47,9,4,1,0,1,0,0
Cameroon,CMR,10/03/2024,47,16,4,1,0,1,0,0
Cameroon,CMR,30/06/2024,50,30,5,2,0,1,0,0
Cameroon,CMR,04/08/2024,50,34,5,2,0,0,0,0
Central African Republic,CAF,06/02/2022,6,NA,0,NA,1,0,0,0
Central African Republic,CAF,20/02/2022,12,NA,0,NA,4,0,0,0
Central African Republic,CAF,27/02/2022,12,NA,0,NA,0,0,0,0
Central African Republic,CAF,20/03/2022,16,NA,0,NA,4,0,0,0
Central African Republic,CAF,15/05/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,19/06/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,17/07/2022,21,NA,0,NA,2,0,0,0
Central African Republic,CAF,14/08/2022,23,NA,0,NA,1,0,0,0
Central African Republic,CAF,11/09/2022,24,NA,0,NA,1,0,0,0
Central African Republic,CAF,18/09/2022,24,NA,0,NA,0,0,0,0
Central African Republic,CAF,04/12/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,12/03/2023,43,NA,1,NA,2,0,0,0
Central African Republic,CAF,04/06/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,09/07/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,01/10/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,05/11/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,10/12/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,21/01/2024,51,19,1,0,4,3,0,0
Central African Republic,CAF,30/06/2024,71,136,1,0,1,4,0,0
Central African Republic,CAF,28/07/2024,88,203,2,1,10,38,1,1
Congo,COG,10/07/2022,2,NA,0,NA,0,0,0,0
Congo,COG,06/11/2022,5,NA,0,NA,0,0,0,0
Congo,COG,11/12/2022,5,NA,0,NA,0,0,0,0
Congo,COG,05/03/2023,5,NA,0,NA,0,0,0,0
Congo,COG,09/04/2023,5,NA,0,NA,0,0,0,0
Congo,COG,14/05/2023,5,NA,0,NA,0,0,0,0
Congo,COG,06/08/2023,5,NA,0,NA,0,0,0,0
Congo,COG,27/08/2023,12,NA,0,NA,4,0,0,0
Congo,COG,24/03/2024,45,75,2,0,0,4,0,0
Congo,COG,28/04/2024,45,81,2,0,0,3,0,0
Congo,COG,21/07/2024,45,154,2,0,0,4,0,0
Central African Republic,CAF,06/03/2022,12,NA,0,NA,0,0,0,0
Central African Republic,CAF,27/03/2022,18,NA,0,NA,2,0,0,0
Central African Republic,CAF,22/05/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,26/06/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,08/01/2023,33,NA,0,NA,2,0,0,0
Central African Republic,CAF,26/03/2023,45,NA,1,NA,2,0,0,0
Central African Republic,CAF,23/04/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,28/05/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,20/08/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,24/09/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,17/12/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,24/12/2023,46,NA,1,NA,1,0,0,0
Central African Republic,CAF,25/02/2024,61,60,1,0,4,2,0,0
Central African Republic,CAF,03/03/2024,61,64,1,0,0,4,0,0
Central African Republic,CAF,28/04/2024,66,102,1,0,0,2,0,0
Central African Republic,CAF,23/06/2024,70,132,1,0,2,5,0,0
Congo,COG,29/05/2022,2,NA,0,NA,0,0,0,0
Congo,COG,03/07/2022,2,NA,0,NA,0,0,0,0
Congo,COG,25/09/2022,5,NA,0,NA,0,0,0,0
Congo,COG,30/10/2022,5,NA,0,NA,0,0,0,0
Congo,COG,22/01/2023,5,NA,0,NA,0,0,0,0
Congo,COG,26/02/2023,5,NA,0,NA,0,0,0,0
Congo,COG,21/05/2023,5,NA,0,NA,0,0,0,0
Congo,COG,25/06/2023,5,NA,0,NA,0,0,0,0
Congo,COG,20/08/2023,8,NA,0,NA,2,0,0,0
Congo,COG,10/09/2023,17,NA,0,NA,4,0,0,0
Congo,COG,08/10/2023,19,NA,1,NA,1,0,1,0
Congo,COG,26/11/2023,26,NA,2,NA,0,0,0,0
Congo,COG,31/12/2023,26,NA,2,NA,0,0,0,0
Congo,COG,21/01/2024,28,5,2,0,1,2,0,0
Congo,COG,05/05/2024,45,88,2,0,0,7,0,0
Congo,COG,09/06/2024,45,143,2,0,0,3,0,0
Benin,BEN,26/06/2022,3,NA,0,NA,3,0,0,0
Benin,BEN,31/07/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,04/09/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,27/11/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,01/01/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,26/03/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,30/04/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,04/06/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,27/08/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,01/10/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,24/12/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,28/01/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,21/04/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,26/05/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,30/06/2024,3,NA,0,NA,0,0,0,0
Cameroon,CMR,13/03/2022,2,NA,1,NA,1,0,1,0
Cameroon,CMR,09/10/2022,10,NA,3,NA,0,0,0,0
Cameroon,CMR,22/01/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,26/02/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,30/07/2023,43,NA,3,NA,1,0,0,0
Cameroon,CMR,24/12/2023,45,NA,3,NA,0,0,0,0
Cameroon,CMR,28/01/2024,47,8,4,1,0,1,0,0
Cameroon,CMR,14/04/2024,50,25,5,2,2,2,1,1
Cameroon,CMR,19/05/2024,50,27,5,2,0,0,0,0
Cameroon,CMR,23/06/2024,50,29,5,2,0,0,0,0
Central African Republic,CAF,13/02/2022,8,NA,0,NA,2,0,0,0
Central African Republic,CAF,10/04/2022,18,NA,0,NA,0,0,0,0
Central African Republic,CAF,08/05/2022,19,NA,0,NA,0,0,0,0
Central African Republic,CAF,28/08/2022,23,NA,0,NA,0,0,0,0
Central African Republic,CAF,23/10/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,27/11/2022,28,NA,0,NA,0,0,0,0
Central African Republic,CAF,15/01/2023,35,NA,0,NA,2,0,0,0
Benin,BEN,10/07/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,14/08/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,06/11/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,11/12/2022,3,NA,0,NA,0,0,0,0
Benin,BEN,05/03/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,09/04/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,02/07/2023,3,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,12/06/2022,10,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,17/07/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,21/08/2022,149,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,25/09/2022,200,NA,0,NA,10,0,0,0
Democratic Republic of the Congo,COD,09/10/2022,228,NA,0,NA,26,0,0,0
Democratic Republic of the Congo,COD,11/12/2022,275,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,04/06/2023,674,NA,2,NA,31,0,0,0
Democratic Republic of the Congo,COD,23/07/2023,828,NA,2,NA,11,0,0,0
Democratic Republic of the Congo,COD,03/12/2023,1178,NA,2,NA,7,0,0,0
Democratic Republic of the Congo,COD,24/12/2023,1230,NA,2,NA,30,0,0,0
Democratic Republic of the Congo,COD,14/01/2024,1308,551,3,49,40,296,1,26
Democratic Republic of the Congo,COD,11/02/2024,1563,2095,3,184,71,520,0,49
Democratic Republic of the Congo,COD,07/04/2024,2021,5142,5,321,72,292,1,9
Democratic Republic of the Congo,COD,19/05/2024,2740,7396,12,371,153,454,2,6
Central African Republic,CAF,09/04/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,02/07/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,06/08/2023,45,NA,1,NA,0,0,0,0
Central African Republic,CAF,29/10/2023,45,NA,1,NA,0,0,0,0
Congo,COG,10/03/2024,45,61,2,0,8,16,0,0
Congo,COG,17/03/2024,45,71,2,0,0,10,0,0
Democratic Republic of the Congo,COD,24/07/2022,100,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,14/08/2022,149,NA,0,NA,49,0,0,0
Democratic Republic of the Congo,COD,30/10/2022,251,NA,0,NA,1,0,0,0
Democratic Republic of the Congo,COD,13/11/2022,258,NA,0,NA,6,0,0,0
Democratic Republic of the Congo,COD,27/11/2022,272,NA,0,NA,10,0,0,0
Democratic Republic of the Congo,COD,04/12/2022,275,NA,0,NA,3,0,0,0
Democratic Republic of the Congo,COD,01/01/2023,279,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,08/01/2023,316,NA,0,NA,37,0,0,0
Democratic Republic of the Congo,COD,22/01/2023,355,NA,0,NA,22,0,0,0
Democratic Republic of the Congo,COD,29/01/2023,377,NA,0,NA,22,0,0,0
Democratic Republic of the Congo,COD,12/03/2023,441,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,02/04/2023,453,NA,0,NA,2,0,0,0
Democratic Republic of the Congo,COD,16/04/2023,556,NA,0,NA,39,0,0,0
Democratic Republic of the Congo,COD,23/04/2023,556,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,06/08/2023,849,NA,2,NA,15,0,0,0
Democratic Republic of the Congo,COD,01/10/2023,925,NA,2,NA,14,0,0,0
Democratic Republic of the Congo,COD,15/10/2023,982,NA,2,NA,30,0,0,0
Democratic Republic of the Congo,COD,31/12/2023,1245,NA,2,NA,15,0,0,0
Democratic Republic of the Congo,COD,25/02/2024,1673,3255,3,261,51,613,0,40
Democratic Republic of the Congo,COD,28/04/2024,2241,5918,8,337,77,261,2,5
Congo,COG,31/03/2024,45,75,2,0,0,0,0,0
Congo,COG,23/06/2024,45,148,2,0,0,3,0,0
Congo,COG,28/07/2024,45,160,2,0,0,6,0,0
Benin,BEN,06/08/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,10/09/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,03/12/2023,3,NA,0,NA,0,0,0,0
Benin,BEN,07/01/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,31/03/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,05/05/2024,3,NA,0,NA,0,0,0,0
Benin,BEN,28/07/2024,3,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,29/05/2022,10,NA,0,NA,0,0,0,0
Democratic Republic of the Congo,COD,10/09/2023,889,NA,2,NA,3,0,0,0
Democratic Republic of the Congo,COD,29/10/2023,1046,NA,2,NA,35,0,0,0
Democratic Republic of the Congo,COD,03/03/2024,1742,3625,4,275,69,370,1,14
Democratic Republic of the Congo,COD,02/06/2024,3181,8291,15,395,228,427,2,12
Democratic Republic of the Congo,COD,23/06/2024,3867,10035,18,425,236,595,0,7
Democratic Republic of the Congo,COD,30/06/2024,4113,10855,22,435,246,820,4,10
Cameroon,CMR,19/06/2022,6,NA,1,NA,1,0,0,0
Cameroon,CMR,26/06/2022,6,NA,1,NA,0,0,0,0
Cameroon,CMR,17/07/2022,8,NA,1,NA,0,0,0,0
Cameroon,CMR,30/10/2022,16,NA,3,NA,4,0,0,0
Cameroon,CMR,06/11/2022,16,NA,3,NA,0,0,0,0
Cameroon,CMR,01/01/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,05/02/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,30/04/2023,18,NA,3,NA,0,0,0,0
Cameroon,CMR,09/07/2023,41,NA,3,NA,0,0,0,0
Liberia,LBR,14/01/2024,18,4,0,0,1,4,0,0
Liberia,LBR,21/01/2024,18,4,0,0,0,0,0,0
Liberia,LBR,12/05/2024,22,36,0,0,0,0,0,0
Liberia,LBR,16/06/2024,22,36,0,0,0,0,0,0
Mozambique,MOZ,20/11/2022,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,25/12/2022,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,19/03/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,23/04/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,16/07/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,20/08/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,24/09/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,17/12/2023,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,21/01/2024,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,14/04/2024,1,NA,1,NA,0,0,0,0
Mozambique,MOZ,19/05/2024,1,NA,1,NA,0,0,0,0
Nigeria,NGA,16/01/2022,2,NA,0,NA,1,0,0,0
Nigeria,NGA,01/05/2022,15,NA,1,NA,1,0,0,0
Nigeria,NGA,10/07/2022,101,NA,3,NA,17,0,0,0
